open_spaces,dre,school
0,IQ,CARAMINHOLAS
0,IQ,CASA DO CRISTO REDENTOR
0,IQ,DIRCE MIGLIACCIO
0,IQ,AZUL DA COR DO MAR
0,IQ,NOGUEIRA SUDESTE
0,IQ,DOCE MEL III
0,IQ,MIROEL SILVEIRA
0,IQ,OLANDYA PERES RIBEIRO. PROFA.
0,IQ,PRO-EDUCAR
0,IQ,BALAO DE BOLINHAS
0,IQ,JARDIM SANTO EDUARDO
0,IQ,ESPACO CRIANCA REVERENDO EZEQUIAS DOS SANTOS
0,IQ,PROFESSOR SIDNEY
0,IQ,VOVO SEBASTIAO SIQUEIRA
0,IQ,PARADA XV DE NOVEMBRO
0,IQ,PRIMAVERA
0,IQ,JOAO FERNANDES XI
0,IQ,AGUIA DE HAIA
0,IQ,JUNTOS I
0,IQ,CONCEICAO APARECIDA DE JESUS. PROFA
0,IQ,DANYLO JOSE FERNANDES
0,IQ,ORLANDO IAZZETTI. DEP
0,IQ,FRANCISCO ROQUETTI
0,IQ,JOAO BENTO DE CARVALHO
0,IQ,ANA MARIA NACINOVIC CORREA
0,IQ,CORDEIRINHOS DE CRISTO
0,IQ,JOAO FERNANDES X
0,IQ,RUTE DE MELLO. PROFA
0,IQ,MALLET. MAL.
0,IQ,NINHO DA CRIANCA
0,IQ,TIA ADELIA NERI
0,IQ,FRANCISCO YOSHIO
0,IQ,SANTA TEREZA
0,IQ,TERESA DAVILA
0,IQ,JARDIM ELIANE
0,IQ,FRANCISCO PEREIRA SOBRINHO
0,IQ,FRANCISCO RODRIGUES
0,IQ,INGRID VITORIA
0,IQ,JOAO ORTALE. PROF.
0,IQ,MEIMEI
0,IQ,PINGUIM DE MOCHILA
0,IQ,INFANCIA FELIZ
0,IQ,PITAGORAS
0,IQ,GOTA DE ESPERANCA II
0,IQ,GABRIEL NOGUEIRA DE QUADROS. VER.
0,IQ,CAMPANELA
0,IQ,PARQUE GUARANI
0,IQ,ASSOCIACAO CULTURAL NOSSA SENHORA DAS GRACAS
0,IQ,VO CATARINA
0,IQ,GLEBA DO PESSEGO
0,IQ,VIGILANTES DO FUTURO
0,IQ,BOM SUCESSO
0,IQ,PLENO VIVER IV
0,IQ,JOAQUIM ALENCAR SEIXAS
0,IQ,MARIA LAURA DE SOUZA CAMPOS. PROFA.
0,IQ,PICOLO
0,JT,DOM LUCIANO MENDES DE ALMEIDA
0,JT,CELIA REGINA LEKEVICIUS CONSOLIN. PROFA.
0,JT,PEQUENAS ESTRELAS IV
0,JT,TAPIRAI
0,JT,MARIA HENRIQUETA CATITE
0,JT,LIMA BARRETO
0,JT,JOSEPHINA SANTOS MAIA
0,JT,CENTRO INT ED JOVENS E ADULTOS - VILA MARIA/VILA GUILHERME
0,JT,CENT COMUN JOAO PAULO I - NC CON ANTONIO TOZELLI
0,JT,LAURA FUNFAS LE SUEUR. PROFA.
0,JT,LAR BATISTA DE CRIANCAS
0,JT,SEMENTINHA DA ESPERANCA
0,JT,PEQUENOS PASSOS
0,JT,ASS FILHAS DE SANTA MARIA DA PROVIDENCIA - AFISMAP
0,JT,FRIDA KAHLO
0,JT,RECANTO SAO JOSE
0,JT,BIANCA BABY
0,JT,CORUJINHA ENCANTADA
0,JT,CARINHA DE ANJO
0,JT,JOAQUIM SOUZA
0,JT,CAMINHAR E PRECISO II
0,JT,VILA MARIA ALTA
0,JT,ANDRE NUNES JUNIOR. VER.
0,JT,MARCOS MELEGA
0,JT,ANCHIETA. PE.
0,JT,EDUARDO CARLOS PEREIRA
0,JT,EDITE FERNANDES
0,JT,RAIO DE SOL II - MESTRE PAULO FREIRE
0,JT,CARLOS EDUARDO TUCO
0,JT,EVA FURNARI
0,JT,GIGI TOMAZELLI WIAZOWSKI
0,JT,DOCE INFANCIA II
0,JT,JANIO QUADROS. PRES.
0,JT,JARDIM TREMEMBE - ACELINO SCALQUETTE. PROF.
0,JT,FRANKLIN AUGUSTO DE MOURA CAMPOS. PROF
0,JT,HELENA LOMBARDI BRAGA. PROFA.
0,JT,MARTIN FRANCISCO RIBEIRO DE ANDRADA
0,JT,LAUZANE PAULISTA. CENTRO SOCIAL
0,JT,RAIO DE SOL - AMELIA DINIZ ANTAS
0,JT,PADRE MENARD
0,JT,NAIR SALGADO
0,JT,CANTIDIO NOGUEIRA SAMPAIO. VER.
0,JT,AUGUSTA CORDEIRO DA ROCHA
0,JT,GASTAO MOUTINHO. CTE.
0,JT,FUTURO BRILHANTE II
0,JT,COHAB SONDA II ROSE VALEZIN
0,JT,JARDIM TREMEMBE
0,JT,CORACAO DE LEAO II
0,JT,SORAYA MARIA
0,JT,FLAVIO IMPERIO
0,JT,ACM CENTRO DE SESENVOLVIMENTO COMUNITARIO VILA MARIA
0,JT,JARDIM DOS PEQUENINOS
0,JT,RUY BARBOSA
0,JT,ANA MAE BARBOSA
0,JT,CASA DOM MACARIO
0,JT,HELIO FRANCO CHAVES. CEL.
0,JT,EDU CHAVES. AVIADOR
0,JT,OTTILIA DE JESUS PIRES. PROFA.
0,JT,ENIO CORREA. PROF.
0,JT,AMAS TUCURUVI
0,JT,JULIO MARCONDES SALGADO. GEN.
0,JT,VICTOR HUGO DEPPMAN
0,JT,AMOR DE TATI
0,JT,EMMI PIKLER
0,JT,RAIO DE SOL V
0,JT,ASBEN II
0,JT,JARDIM BRASIL - PRESEPIO
0,JT,RUGRATS OS ANJINHOS V
0,JT,RAIO DE SOL III
0,JT,FUTURO BRILHANTE III
0,JT,JARDIM SAO PAULO I
0,JT,CURUCA
0,JT,MENSAGEM DE PAZ TERESA LISIEUX
0,JT,SEMENTINHA DO AMANHA
0,JT,ARTHUR ETZEL
0,JT,ADELAIDE LOPES RODRIGUES
0,JT,ADOLPHO OTTO DE LAET. PROF.
0,JT,VILA GUILHERME
0,JT,ARY GOMES. CEL.
0,JT,JULIO LAMAS RIVERA. DR.
0,JT,EUDOXIA DE BARROS. PROFA.
0,JT,JARDIM JAPAO
0,JT,RONDON. MAL.
0,JT,AIDA CONCEICAO PITTOL DA SILVA
0,JT,FUTURO BRILHANTE V
0,JT,VILA GUSTAVO
0,JT,ASSORAVIM
0,JT,JARDIM GUANCA
0,JT,JOVA RURAL II
0,JT,MAURICIO GOMES
0,JT,LELIA GONZALEZ
0,JT,COLINHO DE MAMAE
0,JT,FUTURO BRILHANTE
0,JT,OSVALDO MOREIRA
0,JT,TIA HILDA DA SILVA
0,JT,TIA ALZIRA
0,JT,WILSON D ANGELO BRAS. PROF.
0,JT,VILA BASILEIA
0,JT,SOLID ROCK BRASIL II
0,JT,MARIA DA GLORIA BAUMGART
0,JT,PEDRO APOSTOLO
0,JT,VILA MEDEIROS
0,JT,LAR PARAISO DAS CRIANCAS
0,JT,JARDIM DO SABER
0,JT,NATIVIDADE. IRMA
0,JT,DOCE INFANCIA IV
0,JT,MURIALDO
0,JT,WALFRIDO DE CARVALHO. CEL.
0,JT,HORTO FLORESTAL
0,JT,ERMANO MARCHETTI. VER.
0,JT,ASBEN JACANA
0,JT,HIPOLITO JOSE DA COSTA
0,JT,MARIO DA COSTA BARBOSA
0,JT,CAROLINA MARIA DE JESUS
0,JT,SAVIC
0,JT,CAMINHAR E PRECISO I
0,JT,MARIA YOLANDA DE SOUZA PINTO HAHNE. DA.
0,JT,RODRIGUES ALVES
0,JT,FUTURO BRILHANTE VI
0,JT,JARDIM DAS PEDRAS
0,JT,IGEVE CONCHILIA
0,JT,SIGNE CARLSON
0,JT,MARIA AUXILIADORA DA SILVA
0,JT,ESTRELA GUIA
0,JT,GINA DE MARTINO. DRA.
0,JT,ESTRELA DO AMANHA
0,JT,ESPACO CRIANCA ELIAS ANTONIO ZOGBI
0,JT,GUANELLA. DOM
0,JT,SAVA POPOVIC
0,JT,9 DE JULHO
0,JT,PARQUE CASA DE PEDRA
0,JT,SAO FRANCISCO XAVIER
0,JT,PIMPOLHINHO
0,JT,LUCIE BRAY. ME
0,JT,DOCE INFANCIA III
0,JT,VERA ARNONI SCALQUETTI. PROFA.
0,JT,LOURENCO FILHO
0,JT,NOVO MUNDO
0,JT,CAMINHO DO FUTURO
0,JT,ASBEN III
0,JT,LEAO XIII - SONIA VIDIGAL
0,JT,LAR BIBI MONTEIRO
0,JT,DANDARA
0,JT,CEREJEIRAS
0,JT,JARDIM FONTALIS I
0,JT,CORA CORALINA
0,JT,LUIZ BIASI. CON
0,JT,AMAS AGUA FRIA
0,JT,JARDIM ENCANTADO
0,JT,OLIVA IRENE BAYERLEIN SILVA
0,JT,PARQUE NOVO MUNDO II
0,JT,PROJETO CRESCER
0,JT,SHIRLEY GUIO. PROFA.
0,JT,PARQUE EDU CHAVES
0,JT,MARGARETH DE FATIMA MARQUES DE AZEVEDO
0,JT,TAMANDARE. ALM.
0,JT,JARDIM CABUCU
0,JT,CHACARA BELA VISTA II
0,JT,PARQUE NOVO MUNDO
0,JT,ASBEN SEKOIA
0,JT,ROMAO GOMES. CEL.
0,JT,JOAO DIAS
0,JT,LAUZANE PAULISTA
0,JT,CASA BATISTA DA AMIZADE
0,JT,JOAO DOMINGUES SAMPAIO
0,JT,JOVA RURAL
0,JT,LAR BATISTA DE CRIANCAS - MANDAQUI
0,JT,SEMEANDO O BEM
0,JT,ENEAS CARVALHO DE AGUIAR
0,JT,PEROLA BYINGTON
0,JT,ESMERALDA SALLES PEREIRA RAMOS. PROFA.
0,JT,LIMA BARRETO II
0,JT,VILA MARIA
0,JT,OCTAVIO PEREIRA LOPES
0,JT,JACANA
0,JT,JARDIM FONTALIS
0,JT,JARDIM BRASIL
0,JT,MARIA HELENA FARIA LIMA. PROFA.
0,JT,VO XINHA
0,JT,NUCLEO DO SABER
0,JT,NILCE CRUZ FIGUEIREDO. PROFA.
0,JT,CHACARA BELA VISTA
0,JT,CARLOS GOMES
0,JT,SANTA HELENA
0,JT,LUIS GAMA
0,JT,PEDRO ALVARES CABRAL MORAES. PROF.
0,JT,ELIZABETH DE SOUZA
0,JT,REGINA ANGELORUM. LAR INF
0,JT,LEAO XIII
0,MP,ANTONIO LAPENNA
0,MP,HOREBE
0,MP,JARDIM SILVA TELLES
0,MP,VO ESTER
0,MP,BARUCH
0,MP,ENCANTO E HARMONIA
0,MP,LIBERO ANCONA LOPES. VER.
0,MP,DALMO AMARAL MACHADO. PROF.
0,MP,CARMELINA PEREIRA DE BRITO
0,MP,JARDIM EVA
0,MP,PEQUENO ANJO
0,MP,AFRANIO PEIXOTO
0,MP,PARQUE CRUZEIRO DO SUL
0,MP,CONJ. HABITACIONAL TEXIMA
0,MP,LUIZA HELENA DE BARROS
0,MP,ABC DA CRIANCA
0,MP,CRIANCA CIDADA
0,MP,ALDO GIANNINI. ENG.
0,MP,EPITACIO PESSOA
0,MP,CURUCA VELHA
0,MP,CAPISTRANO DE ABREU
0,MP,VOVO ADELAIDE
0,MP,SEVERINO DO RAMO
0,MP,CASA DE ISABEL C.E.I.
0,MP,ARVORE DO APRENDIZADO
0,MP,VILA JOIA
0,MP,IZABEL APARECIDA CRISTOVAO DA LUZ. PROFA
0,MP,VO ZEFINHA
0,MP,CHACARA DOS SONHOS
0,MP,MUNDO ENCANTADO II
0,MP,NOVA UNIAO
0,MP,CHICO FALCONI. PE.
0,MP,BELA INFANCIA
0,MP,PARQUE VEREDAS - JOAO ANTONIO DA SILVA
0,MP,ALGODAO DOCE
0,MP,JARDIM DOS SONHOS
0,MP,JARDIM CAMPOS
0,MP,EUZEBIO ROCHA FILHO
0,MP,MANUEL RODRIGUES SANTIAGO
0,MP,SAMARITANINHOS VIII
0,MP,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VIII
0,MP,JOSE MARIO PIRES AZANHA. PROF.
0,MP,RAIO DE ESPERANCA
0,MP,CURUCA. CRECHE PRE ESC
0,MP,ARMANDO CRIDEY RIGHETTI
0,MP,JOSE PEDRO LEITE CORDEIRO. DR.
0,MP,REFERENCIAL
0,MP,JARDIM RUTH
0,MP,PEQUENOS CRISTAIS
0,MP,GAMALIEL
0,MP,NEUZA AVELINO DA SILVA MELO
0,MP,CAMELIAS
0,MP,CAMINHO FELIZ
0,MP,CAMINHO DOURADO
0,MP,LEILA DINIZ
0,MP,DAMARIS CASTILHO III
0,MP,VILA PROGRESSO
0,MP,VILA CURUCA
0,MP,SER FELIZ IV
0,MP,ARTURO DE ANGELIS. MAESTRO
0,MP,JOSE BENTO DE ASSIS. PROF.
0,MP,ESPACO KAIROS II
0,MP,JARDIM MILIUNAS
0,MP,ARCA DO SABER
0,MP,ALPS JARDIM ROBRU
0,MP,TALENTOS DO FUTURO
0,MP,VILA CURUCA II
0,MP,PESSACH
0,MP,JOSE HONORIO RODRIGUES
0,MP,SER FELIZ II
0,MP,CDHU JACUI A
0,MP,CLAUDIO JANUARIO
0,MP,DANDINHA III
0,MP,IZABEL CANORI MORA. BEM AVENTURADA
0,MP,ERVA DO SERENO
0,MP,MUNDO KIDS
0,MP,JOSE DE ALENCAR
0,MP,GOLFINHO DOURADO I
0,MP,ANJO CAMAEL
0,MP,BALTAZAR SANTANA
0,MP,CENT RECUP EDUC NUTRICIONAL II - CREN
0,MP,UNIAO DE VILA NOVA I
0,MP,MARIA DA CONCEICAO VIEIRA PEREIRA. PROFA.
0,MP,ESPACO DA COMUNIDADE VIII
0,MP,ORMINDA PINTO
0,MP,ESPACO DA COMUNIDADE II
0,MP,ESTRELINHAS ALEGRES
0,MP,EDI GREENFIELD. PROFA.
0,MP,ZOE
0,MP,ANA LUCIA DE HOLANDA GAMBOA. PROFA.
0,MP,JARDIM CAMARGO NOVO
0,MP,JOSE DE ANCHIETA. PE.
0,MP,WANDA OVIDIO GONCALVES. PROFA.
0,MP,LAPIS DE COR
0,MP,JARDIM NAZARE
0,MP,CANTINHO DO TIO ESTEVAM
0,MP,MARIA DA LUZ SILVA DE OLIVEIRA. PROFA.
0,MP,ESPACO FELIZ II
0,MP,EPITACIO PESSOA. PRES.
0,MP,HELENA DE PAULA MARIN. PROFA.
0,MP,NOVO CRUZEIRO
0,MP,CAMINHO DOURADO III
0,MP,VO ESTER II
0,MP,MARISA LOPES PINHEIRO. PROFA
0,MP,ELOHIM KADOSH
0,MP,REVOLUCAO
0,MP,UNIAO DE VILA NOVA
0,MP,VOVO FATIMA
0,MP,LUZ DA SABEDORIA
0,MP,CENTRO SOCIAL MARISTA IRMAO JUSTINO - CESOMAR
0,MP,JOAO CARLOS FAIRBANKS. VER.
0,MP,TIA ANA
0,MP,CANTINHO DA TIA ISAURA
0,MP,HARARATE
0,MP,GRACILIANO RAMOS
0,MP,EFATA
0,MP,CLEMENCIA FERREIRA DA SILVA
0,MP,LUKINHA
0,MP,HENRIQUE FELIPE DA COSTA - HENRICAO
0,MP,VILA MARA. CEI
0,MP,FAUSTO RIBEIRO DA SILVA FILHO. DR.
0,MP,SUD MENNUCCI
0,MP,JACUI II
0,MP,VISAO EDUCATIVA
0,MP,ELZA VILLELA
0,MP,CHACARA DONA OLIVIA
0,MP,TANCREDO NEVES. PRES.
0,MP,ANTONIA E ARTUR BEGBIE
0,MP,ARTE DE SER FELIZ
0,MP,JARDIM MAIA
0,MP,EZEQUIEL RAMOS JUNIOR
0,MP,SUCESSO DO AMANHA
0,MP,JARDIM LAPENNA I
0,MP,VIRGILIO DE MELLO FRANCO
0,MP,CIDADE PEDRO JOSE NUNES
0,MP,CORES E DIVERSAO
0,MP,BERTELIM JESUS MOREIRA
0,MP,ROSA SABAG ADDAS
0,MP,DURVAL MIOLA. PROF.
0,MP,BRINCAR PARA CRESCER
0,MP,ESPACO FELIZ III
0,MP,CAMINHO DOURADO II
0,MP,ESPACO DA COMUNIDADE XIII
0,MP,DOCE INFANCIA
0,MP,SER FELIZ III
0,MP,CENTRO SOCIAL MARISTA ROBRU
0,MP,CRISTIANE CRUDE SANTOS. PROFA
0,MP,LUZIA AGUIAR
0,MP,BENEDITO GALAVOTE. PROF.
0,MP,JARDIM CAMARGO VELHO
0,MP,ANTONIO ROBERTO ALVES BRAGA. DR.
0,MP,NILDO DO AMARAL JUNIOR. PE.
0,MP,PAULO ROLIM LOUREIRO. D.
0,MP,JORGE JONES
0,MP,MARIA QUITERIA
0,MP,VOVO FATIMA III
0,MP,EDUCARTE
0,MP,ITAIM PAULISTA II. CRECHE PRE ESC
0,MP,SAMARITANINHOS I
0,MP,SER FELIZ
0,MP,ESTRELA AZUL
0,MP,MUNDO ENCANTADO III
0,MP,CONSTRUINDO SONHOS
0,MP,PEQUENOS CONSTRUTORES
0,MP,HELENA PEREIRA DE MORAES
0,MP,REFERENCIAL II
0,MP,LIRIO DO VALE
0,MP,LOURO ROSA
0,MP,CDHU ITAIM A
0,MP,ESTRELA CADENTE
0,MP,LILIANE SANTANA
0,MP,MARLENE AMORIM DA SILVA E SILVA
0,MP,TERCEIRO MILENIO ITAIM VI
0,MP,DILSON FUNARO
0,MP,JARDIM SILVA TELES
0,MP,ESTRELINHAS DO FUTURO III
0,MP,LUIS SAIA. ARQ.
0,MP,ESPACO DA COMUNIDADE VII
0,MP,VENTURA BRANCO
0,MP,GLOBO DO SOL
0,MP,SAMARITANINHOS V
0,MP,RECANTO DOS SONHOS
0,MP,ANTON MAKARENKO
0,MP,JARDIM DAS CAMELIAS
0,MP,CONSTRUINDO O SABER
0,MP,JURANDI GOMES DE ARAUJO. PROF.
0,MP,JARDIM VILA PEDROSO
0,MP,PRINCIPIOS
0,MP,ESTRELINHAS DO FUTURO
0,MP,JOAO AUGUSTO BREVES. DR.
0,MP,KAUE MARQUES
0,MP,VILA SANTA INES
0,MP,UNIAO DE VILA NOVA II
0,MP,ESPACO VIDA CRIATIVA
0,MP,SAMARITANINHOS IV
0,MP,SEMENTE DO AMANHA
0,MP,MUNDO DA ALEGRIA II
0,MP,MARIA IMILDA DO SANTISSIMO SACRAMENTO. ME.
0,MP,FLOR DO AMANHA
0,MP,TAPAJOS
0,MP,MARIA APARECIDA DOS SANTOS
0,MP,INFANCIA FELIZ III
0,MP,HIGINO PELLEGRINI. VER.
0,MP,EMILIA INES
0,MP,ANTONIO JOAO DE MEDEIROS
0,MP,CRIANCA DA GENTE
0,MP,BABY MARAVILHA II
0,MP,DAMA ENTRE RIOS VERDES
0,MP,LAURA DA CONCEICAO PEREIRA QUINTAES. PROFA.
0,MP,PADRE TICAO
0,MP,VIVER E CRESCER
0,MP,JARDIM SAO VICENTE
0,MP,TRES PONTES
0,MP,PROJETO DE VIDA
0,MP,SANTA ROSA DE LIMA
0,MP,FRANK DUFF
0,MP,FLORA. PROFA
0,MP,ESPACO DA COMUNIDADE IX
0,MP,ESTRELINHAS DE DAVI
0,MP,RECANTO DOS PEQUENINOS II
0,MP,ESPACO FELIZ
0,MP,MENINOS DE OURO
0,MP,SAMARITANINHOS II
0,MP,PARQUE SANTA RITA
0,MP,PEQUENOS BRILHANTES
0,MP,DESCOBRINDO TALENTOS
0,MP,VALENTINA ANTONINI DA SILVA. PROFA.
0,MP,JARDIM LAPENA
0,MP,LENINE SOARES DE JESUS. PROF.
0,MP,ALBERTO MENDES JUNIOR. CAP.
0,MP,YOLANDA BASSI. PROFA.
0,MP,ALPS
0,MP,CRIANCA NOSSO BEM MAIOR
0,MP,VOVO VERA
0,MP,JOSE DIAS PEQUENO PRINCIPE
0,MP,VEREDAS
0,MP,MONTANHA DO SABER I
0,MP,JARDIM SAO MARTINHO
0,MP,APARECIDA DE LOURDES CARRILHO JARDIM. PROFA
0,MP,JOSEFA NICACIO ARAUJO. PROFA.
0,MP,MARECHAL TITO
0,MP,SAMARITANINHOS III
0,MP,RAUL PILLA
0,MP,CANTINHO DE LUZ
0,MP,APPARECIDO DOMINGUES. PROF.
0,MP,PEDRO FUKUYEI YAMAGUCHI FERREIRA
0,MP,PINGOS DO AMANHA
0,MP,SIRLEY SALOMAO BOGARELLI
0,MP,INFINITY KIDS
0,MP,IRENE RAMALHO
0,MP,JARDIM SAO CARLOS II
0,MP,ABELHA BELINHA
0,MP,OVIDIO DECROLY
0,MP,TIO LUIZ
0,MP,JARDIM HELENA I
0,MP,SONHO MAGICO II
0,MP,DORALICE PEREIRA DE SOUZA LEONARDO
0,MP,CONJUNTO HABITACIONAL SAO MIGUEL
0,MP,PEDRO II. D.
0,MP,SAMARITANINHOS VI
0,MP,INFANCIA COM AFETO
0,MP,ESPACO VIDA CRIATIVA II
0,MP,BERNARDO SANTANA
0,MP,CELIA RIBEIRO LANDIM. PROFA
0,MP,CRESCER E APRENDER II
0,MP,ANTONIO CARLOS DE ANDRADA E SILVA
0,MP,VOVO FATIMA II
0,MP,JOSE AMERICO DE ALMEIDA
0,MP,DORACIL DINA BENICIO. PROFA.
0,MP,RAIMUNDO CORREIA
0,MP,SONHO LINDO
0,MP,ESTRELAS BRILHANTES
0,MP,BABY MARAVILHA
0,MP,AVIVAH
0,MP,MARISA MORETTI CAMARA. PROFA.
0,MP,MILTON PEREIRA COSTA
0,MP,FLOR DO AMANHA II
0,MP,MUNDO DA ALEGRIA
0,MP,CANTINHO DE LUZ II
0,MP,ITAJUIBE
0,MP,ODILIA ALVES ALMEIDA SANTOS
0,MP,PARQUE SANTA RITA I
0,MP,VANDYR DA SILVA. PROF
0,MP,NEI CAETANO DE ANDRADE
0,MP,J.G. DE ARAUJO JORGE
0,MP,SEBASTIANA DE ARRUDA CRUZ OLIVEIRA. PROFA.
0,PE,MIGUEL COSTA. GEN.
0,PE,MARIA DE BELEM
0,PE,ARTHUR AZEVEDO
0,PE,CONC EDUC. CULT E ACAO SOCIAL THIAGO DE JESUS - CEDUCASTHI
0,PE,JENNY GOMES. DA.
0,PE,MARIA ARMINDA NOGUEIRA. IRMA
0,PE,MADAGASCAR
0,PE,JANUARIO MANTELLI NETO. DEP.
0,PE,GOULART. ENG.
0,PE,CASPER LIBERO
0,PE,MAX WOLF FILHO. SGT.
0,PE,SALESIANO SANTA LUZIA
0,PE,CORNELIO PIRES
0,PE,AMERICO DE SOUZA
0,PE,PIMPOLHO
0,PE,BOTURUSSU
0,PE,ANTONIA MARIA TORRES DA SILVA
0,PE,ANNA FLORENCIO ROMAO
0,PE,MAE DA DIVINA PROVIDENCIA
0,PE,GOMES CARDIM. INTENDENTE
0,PE,ONDACAIMA JUNIOR
0,PE,CARACOL
0,PE,PARI
0,PE,PARQUE BOTURUSSU
0,PE,ABGAIL DA ROCHA MORENO. PROFA
0,PE,SEMENTINHA DO SABER
0,PE,CASA DA CRIANCA
0,PE,ANTONIO ELPIDIO DA SILVA
0,PE,DIAMANTES
0,PE,MOOCA
0,PE,VILA SALETE
0,PE,BRILHO NO OLHAR
0,PE,CASA DOS INOCENTES II
0,PE,ANTONIA MUOTRI LAMBERGA
0,PE,MANOEL DA NOBREGA.PDE.
0,PE,MONTE SERRAT
0,PE,AMOR DIVINO
0,PE,CENTRO DE EDUCACAO DA ZONA LESTE UNID V
0,PE,TIQUATIRA II
0,PE,GUILHERME RUDGE
0,PE,NENE DO AMANHA
0,PE,MONTE MORIAH
0,PE,BEM MAIOR
0,PE,RAINHA ESTHER
0,PE,MARIO CALDANA
0,PE,RECANTO DOS PEQUENINOS
0,PE,JOSE VIEIRA DE SANTANA
0,PE,PEQUENO POLEGAR
0,PE,VILA SAO FRANCISCO
0,PE,VILA SILVIA
0,PE,CARRAO I
0,PE,GUILHERME DE ALMEIDA
0,PE,VAGALUME
0,PE,RELUZ
0,PE,CRISTAL
0,PE,MARIA THEREZA DE MELLO MORORO
0,PE,PRINCIPE PIETRO
0,PE,JUAREZ TAVORA. MAL.
0,PE,MAUA. BR. DE
0,PE,CONS EDUC. CULT E ACAO SOCIAL THIAGO DE JESUS - CEDUCASTHI
0,PE,MARIA DA GLORIA FREIRE LEMOS
0,PE,CARMEN DIVA MARTINS
0,PE,SERAFIN MARTINEZ GUTIERREZ. PE.
0,PE,MARIA RITA
0,PE,SEMENTINHA DA VIDA
0,PE,NAZIR MIGUEL. VER.
0,PE,ESPACO DE BITITA
0,PE,DUTRA. PRES.
0,PE,PRINCIPE DA PAZ
0,PE,SAN MINIATO
0,PE,CONSTRUIR E IMAGINAR
0,PE,CHIQUINHA. IRMA
0,PE,CANTINHO DA VOVO HELENA
0,PE,DIVINA PROVIDENCIA
0,PE,SHIRO KYONO VER
0,PE,PROJETO RAIZES
0,PE,FREDERICO. FREI
0,PE,MARIA AUGUSTA
0,PE,SALESIANA DOMINGOS SAVIO
0,PE,CASA DE CRIAR E BRINCAR
0,PE,JARDIM NORDESTE
0,PE,EDNA ROSELY ALVES
0,PE,LUZIA MATOS DA SILVA
0,PE,19 DE NOVEMBRO
0,PE,ESTRELA BABY
0,PE,VOVO DEDE
0,PE,MARIA APARECIDA SICA MAE DOCA - UN I
0,PE,SEMENTINHA DO BEM
0,PE,MOMENTOS FELIZES
0,PE,MONTE CARMELO
0,PE,BIJUJU
0,PE,SAO LUIZ
0,PE,CECILIA MEIRELES
0,PE,ALFREDO DA ROCHA VIANA FILHO - PIXINGUINHA
0,PE,LAPIS NA MAO
0,PE,VOVO MARINA
0,PE,ANIS AIDAR. DR
0,PE,TERESA DE CALCUTA. ME.
0,PE,CEZAR ROGERIO OLIVEIRA PERAMEZZA. PROF.
0,PE,TERNURINHA
0,PE,JOSE MARIA
0,PE,CORACAO DE MARIA. CEI
0,PE,TOMAS ANTONIO GONZAGA
0,PE,GOTAS DE ESPERANCA
0,PE,CENTRO DE ASSISTENCIA SOCIAL BRAS MOOCA I
0,PE,LUIZ GOMES CARDIM SANGIRARDI. ENG.
0,PE,HENRIQUE PEGADO. PROF.
0,PE,ASSAD ABDALA
0,PE,ALUISIO DE AZEVEDO
0,PE,CENTRO INT ED JOVENS E ADULTOS - ERMELINO MATARAZZO
0,PE,ZILDA ARNS NEUMANN. DRA
0,PE,SAO VITO
0,PE,ROSANGELA RODRIGUES VIEIRA. PROFA.
0,PE,TURMINHA DA VILA
0,PE,PEQUENOS CONSTRUTORES DO FUTURO
0,PE,NEUSA BASSETTO. PROFA.
0,PE,TUTULANDIA
0,PE,VOVO JULIA
0,PE,KALIXTO MENDES IV
0,PE,JUJUBINHA
0,PE,TIA NARA
0,PE,PENHA - BOM JESUS
0,PE,CAMINHANDO PARA O FUTURO II
0,PE,MUNDO ENCANTADO
0,PE,SILVIO FLEMING. MJ.
0,PE,CONJUNTO HABITACIONAL PADRE MANOEL DE PAIVA
0,PE,PEQUENOS AVENTUREIROS
0,PE,ANTONIO CARLOS ROCHA. PROF.
0,PE,QUINTA DO SOL
0,PE,CARLOS JACOB
0,PE,AUGUSTO FROEBEL
0,PE,DANDINHA II
0,PE,JOSE RUBENS PERES FERNANDES. PROF.
0,PE,MUNDINHO DO MATHEUS
0,PE,MATIAS BONAR GONZALEZ. PE
0,PE,IBIAPABA MARTINS
0,PE,MARIA VITORIA DA CUNHA. PROFA.
0,PE,ADONAI
0,PE,SEMEANDO SABER
0,PE,JARDIM TRES MARIAS
0,PE,BRINCAR E SORRIR
0,PE,MEU LARZINHO
0,PE,ELOHIM
0,PE,ARTHUR ALVIM
0,PE,ISA SILVEIRA LEAL
0,PE,GALILEU MENON
0,PE,DOCE ENCANTO
0,PE,MARIO ALVES DE CARVALHO. DR.
0,PE,CAMINHANDO PARA O FUTURO
0,PE,MARTA TERESINHA GODINHO
0,PE,VILA FELIZ
0,PE,VILA CONSTANCIA
0,PE,MARIA AUXILIADORA
0,PE,VOVO BERNARDO JOSE FRANCA
0,PE,VILA LONDRINA
0,PE,EVARISTO DA VEIGA
0,PE,JOSE CARLOS DE FIGUEIREDO FERRAZ. PREF.
0,PE,CASA DOS INOCENTES
0,PE,ESMERALDAS
0,PE,HORIZONTE AZUL
0,PE,LEOZINHO
0,PE,AMADEU AMARAL
0,PE,CASA FILADELFIA
0,PE,PENHA
